date;portal;title;position;link
2015-03-19;http://www.wprost.pl/;Komorowski o zamachu w Tunezji: Rzad podjal adekwatne dzialania;2;http://www.wprost.pl/ar/498958/Komorowski-o-zamachu-w-Tunezji-Rzad-podjal-adekwatne-dzialania/
2015-03-19;http://www.wprost.pl/;Komorowski: Tu gineli zolnierze radzieccy. Nalecz: Kto to kwestionuje, jest propagandysta;1;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/
2015-03-19;http://www.wprost.pl/;Gdzie poszla kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/
2015-03-19;http://www.onet.pl/;Bronislaw Komorowski wygwizdany w Koszalinie;2;http://wiadomosci.onet.pl/szczecin/bronislaw-komorowski-wygwizdany-w-koszalinie/sw6362
2015-03-19;http://www.newsweek.pl/;Oswiadczenie wydawcy w sprawie tekstu  Duda Gracz;4;http://polska.newsweek.pl/oswiadczenie-rasp-po-tekscie-o-dudzie-i-zarzutach-o-antysemityzm,artykuly,359224,1.html
2015-03-19;http://www.newsweek.pl/;Swiat,Netanjahu,na,czwarta,kadencje,Likud,wygral,wybory,w,Izraelu,Konserwatywny,blok,Likud,premiera,Benjamina,Netanjahu,wygral,wtorkowe,przedterminowe,wybory,parlamentarne,w,Izraelu,zdobywajac,30,mandatów,w,120,osobowym,Knesecie,podaly,w;1;http://swiat.newsweek.pl/likud-premiera-netanjahu-wygral-wybory-parlamentarne-w-izraelu,artykuly,359273,1.html
2015-03-19;http://www.newsweek.pl/;Sondaz,Rosnie,poparcie,dla,obowiazkowej,sluzby,wojskowej,Najwieksza,gotowoscia,obrony,kraju,wykazuja,sie,mieszkancy,województw,wschodnich,wynika,z,sondazu,IBRiS,Homo,Homini;1;http://polska.newsweek.pl/sondaz-rosnie-poparcie-dla-obowiazkowej-sluzby-wojskowej-newsweek-pl,artykuly,359312,1.html
2015-03-19;http://www.tvn24.pl/;Kukiz zebral 100 tys. podpisów.  Mimo prób wykreowania dewianta, psychopaty, oszoloma;3;http://www.tvn24.pl/pawel-kukiz-zebral-wymagane-100-tys-podpisow,525533,s.html
2015-03-19;http://www.tvn24.pl/;Kukiz zebral 100 tys. podpisów.  Mimo prób wykreowania dewianta, psychopaty, oszoloma;2;http://www.tvn24.pl/kukiz-zebral-100-tys-podpisow-mimo-prob-wykreowania-dewianta-psychopaty-oszoloma,525533,s.html
2015-03-19;http://www.tvn24.pl/;Kukiz zebral 100 tys. podpisów.  Mimo prób wykreowania dewianta, psychopaty, oszoloma;1;http://www.tvn24.pl/pawel-kukiz-zebral-wymagane-100-tys-podpisow,525533,s.html
2015-03-19;http://natemat.pl/;Magdalena Ogórek: Zmienmy konstytucje;1;http://magdalenaogorek.natemat.pl/137061,po-co-nam-prezydent
2015-03-19;http://natemat.pl/;System Nabino zawiódl przy wyborach. I co? Firma dostala kolejne rzadowe zlecenie;1;http://natemat.pl/137063,system-firmy-nabino-zawiodl-podczas-liczenia-glosow-w-wyborach-samorzadowych-wiec-otrzymala-kolejne-rzadowe-zlecenie
2015-03-19;http://natemat.pl/;WYBORY;1;http://wybory.natemat.pl
2015-03-19;http://natemat.pl/;Korwin i spólka o narkotykach: Dorosly Polak powinien sobie móc wstrzykiwac, co chce;1;http://natemat.pl/136983,korwin-o-narkotykach-dorosly-polak-powinien-sobie-moc-wstrzykiwac-co-chce
2015-03-19;http://natemat.pl/;<U+2B07>Kampania zawieszona, sztab atakuje PBK;1;http://natemat.pl/132315,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-andrzej-duda
2015-03-19;http://natemat.pl/;<U+2B06>Pierwsza publikacja w kampanii;1;http://natemat.pl/132317,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzila-sobie-w-kampanii-magdalena-ogorek
2015-03-19;http://natemat.pl/;Niezniszczalny Netanjahu. Jego partia znów wygrywa wybory;1;http://natemat.pl/136939,partia-urzedujacego-premiera-benjamina-netanjahu-ponownie-wygrywa-wybory-likud-dostal-30-mandatow-w-knessecie
2015-03-19;http://www.gazeta.pl;Zamieszanie po wypowiedzi Sikorskiego. Bedzie zaloba narodowa? Odpowiada Kancelaria Prezydenta;2;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17592664,Zamieszanie_po_wypowiedzi_Sikorskiego__Bedzie_zaloba.html
2015-03-19;http://www.dziennik.pl;JP II na plakatach? Kontrowersyjna kampania wyborcza;2;http://wiadomosci.dziennik.pl/wydarzenia/artykuly/485658,wybory-prezyenckie-2015-kontrowersyjna-kampania-z-janem-pawlem-ii.html
2015-03-19;http://www.dziennik.pl;Opuszczone flagi na Palacu Prezydenckim. Komorowski zawiesza kampanie;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485669,atak-terrorystyczny-w-tunezji-zgineli-polacy-prezydent-komorowski-zawiesza-kampanie.html
2015-03-19;http://www.dziennik.pl;Komorowski: NATO powinno znowelizowac koncepcje obrony strategicznej;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485657,komorowski-nato-powinno-znowelizowac-koncepcje-obrony-strategicznej.html
2015-03-19;http://wyborcza.pl/0,0.html?piano_d=1;Trzecia faza Magdaleny Ogórek. Czy kandydatka SLD zmieni strategie kampanii?;2;http://wyborcza.pl/1,75478,17592354,Trzecia_faza_Magdaleny_Ogorek__Czy_kandydatka_SLD.html
2015-03-19;http://www.wp.pl;2 godz.Warszawa na planszy Monopoly. Prezydent dziekuje;2;http://wiadomosci.wp.pl/kat,1019393,title,Warszawa-znajdzie-sie-na-planszy-gry-Monopoly,wid,17364079,wiadomosc.html
2015-03-19;http://www.wprost.pl/;Komorowski: Wzmacniamy placówki dyplomatyczne;2;http://www.wprost.pl/ar/499141/Komorowski-Wzmacniamy-placowki-dyplomatyczne/
2015-03-19;http://www.wprost.pl/;Komorowski: Tu gineli zolnierze radzieccy. Nalecz: Kto to kwestionuje, jest propagandysta;1;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/
2015-03-19;http://www.wprost.pl/;Gdzie poszla kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/
2015-03-19;http://www.onet.pl/;PiS uderza w PO i prezydenta. Chodzi o SKOK-i;2;http://wiadomosci.onet.pl/kraj/pis-pyta-o-powiazania-prezydenta-i-politykow-po-z-wladzami-skok-wolomin/y0rx36
2015-03-19;http://www.onet.pl/;Bronislaw Komorowski wygwizdany w Koszalinie;2;http://wiadomosci.onet.pl/szczecin/bronislaw-komorowski-wygwizdany-w-koszalinie/sw6362
2015-03-19;http://www.onet.pl/;Koniec spadków poparcia dla prezydenta?;2;http://wiadomosci.onet.pl/kraj/czy-to-koniec-spadkow-poparcia-dla-p-komorowskiego/3026le
2015-03-19;http://www.newsweek.pl/;Komentujac zamach Sikorski próbowal wejsc w buty szefa MSZ i prezydenta jednoczesnie;4;http://opinie.newsweek.pl/zamach-terrorystyczny-w-tunezji-sikorski-o-liczbie-ofiar,artykuly,359353,1.html
2015-03-19;http://www.newsweek.pl/;Komorowski w I turze. Kukiz czarnym koniem wyborów;3;http://polska.newsweek.pl/kto-wygra-wybory-prezydenckie-kukiz-czarnym-koniem-wyborow,artykuly,359357,1.html
2015-03-19;http://www.tvn24.pl/;Prezydent i Senat tez maja pomysl na Ordynacje podatkowa;3;http://tvn24bis.pl/redirect/podkomisja-czeka-na-opinie-ws-projektu-zmian-w-ordynacji,525461.html
2015-03-19;http://www.tvn24.pl/;Prezydent po naradzie BBN: jednym z tematów system zabezpieczenia polskich placówek;2;http://www.tvn24.pl/wiadomosci-z-kraju,3/prezydent-po-naradzie-bbn-jednym-z-tematow-system-zabezpieczenia-polskich-placowek,525798.html
2015-03-19;http://www.tvn24.pl/;Prezydent i Senat tez maja pomysl na Ordynacje podatkowa;2;http://tvn24bis.pl/redirect/prezydent-i-senat-tez-maja-pomysl-na-ordynacje-podatkowa,525461.html
2015-03-19;http://www.tvn24.pl/;Prezydent i Senat tez maja pomysl na Ordynacje podatkowa;1;http://tvn24bis.pl/redirect/podkomisja-czeka-na-opinie-ws-projektu-zmian-w-ordynacji,525461.html
2015-03-19;http://natemat.pl/;Umarl Krul, niech zyje król. Pawel Kukiz przejal  wyborców latwego rozwiazania;4;http://natemat.pl/136991,umarl-krul-niech-zyje-krol-po-palikocie-i-korwinie-to-pawel-kukiz-przejal-wyborcow-latwego-rozwiazania
2015-03-19;http://natemat.pl/;Ponad 300 tysiecy podpisów . Sztab Magdaleny Ogórek chce przebic konkurencje;3;http://natemat.pl/137159,ponad-300-tysiecy-podpisow-sztab-magdaleny-ogorek-chce-przebic-konkurencje
2015-03-19;http://natemat.pl/;Magdalena Ogórek: Zmienmy konstytucje;1;http://magdalenaogorek.natemat.pl/137061,po-co-nam-prezydent
2015-03-19;http://natemat.pl/;WYBORY;1;http://wybory.natemat.pl
2015-03-19;http://natemat.pl/;Korwin i spólka o narkotykach: Dorosly Polak powinien sobie móc wstrzykiwac, co chce;1;http://natemat.pl/136983,korwin-o-narkotykach-dorosly-polak-powinien-sobie-moc-wstrzykiwac-co-chce
2015-03-19;http://natemat.pl/;<U+2B07>Kampania zawieszona, sztab atakuje PBK;1;http://natemat.pl/132315,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-andrzej-duda
2015-03-19;http://natemat.pl/;<U+2B06>Pierwsza publikacja w kampanii;1;http://natemat.pl/132317,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzila-sobie-w-kampanii-magdalena-ogorek
2015-03-19;http://www.dziennik.pl;PiS o  wybrykach  marszalka Sikorskiego.  Zdezawuowal i prezydenta i ministra spraw zagranicznych;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485740,pis-poucza-i-krytykuje-marszalka-radoslawa-sikorskiego.html
2015-03-19;http://wyborcza.pl/0,0.html?piano_d=1;Prezydent Komorowski:  Sa klopoty z liczeniem ofiar i identyfikacja;3;http://wyborcza.pl/1,75478,17593593,Prezydent_Komorowski__Nie_nalezy_spekulowac_na_temat.html
2015-03-19;http://www.tvp.info/;Komorowski rozmawial z prezydentem Tunezji. Polacy nie byli pierwotnym celem ataku;3;http://www.tvp.info/19308660/komorowski-rozmawialem-z-prezydentem-tunezji-polacy-nie-byli-pierwotnym-celem-ataku
2015-03-19;http://www.tvp.info/;„Rosja przechodzi do konfrontacji z Zachodem”. Prezydent: potrzebna zmiana koncepcji strategicznej NATO;2;http://www.tvp.info.plhttp://www.tvpparlament.pl/aktualnosci/prezydent-odpowiedzia-na-doktryne-rosji-zmiana-koncepcji-strategicznej-nato/19293651
2015-03-19;http://www.wp.pl;Pieniadze na kampanie prezydencka. Kukiz zawstydzil lider<f3>w sondazu?;3;http://wiadomosci.wp.pl/gid,17358869,kat,7631,title,Tajemnica-pieniedzy-na-kampanie,galeria.html
2015-03-19;http://www.wprost.pl/;Komorowski o zamachu w Tunezji: Rzad podjal adekwatne dzialania;2;http://www.wprost.pl/ar/498958/Komorowski-o-zamachu-w-Tunezji-Rzad-podjal-adekwatne-dzialania/
2015-03-19;http://www.wprost.pl/;Tweetup Dudy.  140 znaków to dla mnie za malo;2;http://www.wprost.pl/ar/498956/Tweetup-Dudy-140-znakow-to-dla-mnie-za-malo/
2015-03-19;http://www.wprost.pl/;Komorowski: Tu gineli zolnierze radzieccy. Nalecz: Kto to kwestionuje, jest propagandysta;1;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/
2015-03-19;http://www.wprost.pl/;Gdzie poszla kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/
2015-03-19;http://www.onet.pl/;Bronislaw Komorowski wygwizdany w Koszalinie;2;http://wiadomosci.onet.pl/szczecin/bronislaw-komorowski-wygwizdany-w-koszalinie/sw6362
2015-03-19;http://www.newsweek.pl/;Oswiadczenie wydawcy w sprawie tekstu  Duda Gracz;4;http://polska.newsweek.pl/oswiadczenie-rasp-po-tekscie-o-dudzie-i-zarzutach-o-antysemityzm,artykuly,359224,1.html
2015-03-19;http://www.newsweek.pl/;Swiat,Netanjahu,na,czwarta,kadencje,Likud,wygral,wybory,w,Izraelu,Konserwatywny,blok,Likud,premiera,Benjamina,Netanjahu,wygral,wtorkowe,przedterminowe,wybory,parlamentarne,w,Izraelu,zdobywajac,30,mandatów,w,120,osobowym,Knesecie,podaly,w;1;http://swiat.newsweek.pl/likud-premiera-netanjahu-wygral-wybory-parlamentarne-w-izraelu,artykuly,359273,1.html
2015-03-19;http://www.newsweek.pl/;Eksperci,Celem,ataków,w,Tunezji,nie,byli,turysci,To,nie,byl,zamach,na,turystów,Gdyby,tak,mialo,byc,zakladam,ze,terrorysci,za,swój,modus,operandi,przyjeliby,zamach,samobójczy,uwaza,dr,Adam,Krawczyk,ekspert,ds;1;http://swiat.newsweek.pl/zamachy-w-tunezji-eksperci-celem-nie-byli-turysci,artykuly,359306,1.html
2015-03-19;http://www.tvn24.pl/;Komorowski i Duda zawieszaja kampanie.   W zwiazku z tragedia w Tunezji;3;http://www.tvn24.pl/bronislaw-komorowski-zawiesza-kampanie-wyborcza,525424,s.html
2015-03-19;http://www.tvn24.pl/;Komorowski i Duda zawieszaja kampanie.   W zwiazku z tragedia w Tunezji;2;http://www.tvn24.pl/komorowski-i-duda-zawieszaja-kampanie-w-zwiazku-z-tragedia-w-tunezji,525424,s.html
2015-03-19;http://www.tvn24.pl/;Komorowski i Duda zawieszaja kampanie.   W zwiazku z tragedia w Tunezji;1;http://www.tvn24.pl/bronislaw-komorowski-zawiesza-kampanie-wyborcza,525424,s.html
2015-03-19;http://natemat.pl/;Magdalena Ogórek: Zmienmy konstytucje;4;http://magdalenaogorek.natemat.pl/137061,po-co-nam-prezydent
2015-03-19;http://natemat.pl/;System Nabino zawiódl przy wyborach. I co? Firma dostala kolejne rzadowe zlecenie;3;http://natemat.pl/137063,system-firmy-nabino-zawiodl-podczas-liczenia-glosow-w-wyborach-samorzadowych-wiec-otrzymala-kolejne-rzadowe-zlecenie
2015-03-19;http://natemat.pl/;WYBORY;2;http://wybory.natemat.pl
2015-03-19;http://natemat.pl/;Korwin i spólka o narkotykach: Dorosly Polak powinien sobie móc wstrzykiwac, co chce;2;http://natemat.pl/136983,korwin-o-narkotykach-dorosly-polak-powinien-sobie-moc-wstrzykiwac-co-chce
2015-03-19;http://natemat.pl/;<U+2B06>Krzyki na wiecach pomagaja kampanii;1;http://natemat.pl/132313,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-bronislaw-komorowski
2015-03-19;http://natemat.pl/;<U+2B07>Kampania tylko dla wybranych;1;http://natemat.pl/132315,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzil-sobie-w-kampanii-andrzej-duda
2015-03-19;http://natemat.pl/;<U+2B07> Innowacyjna  kampania nie pomaga;1;http://natemat.pl/132317,barometr-wyborczy-natemat-zobacz-jak-dzisiaj-radzila-sobie-w-kampanii-magdalena-ogorek
2015-03-19;http://natemat.pl/;Niezniszczalny Netanjahu. Jego partia znów wygrywa wybory;1;http://natemat.pl/136939,partia-urzedujacego-premiera-benjamina-netanjahu-ponownie-wygrywa-wybory-likud-dostal-30-mandatow-w-knessecie
2015-03-19;http://www.gazeta.pl;Zamieszanie po wypowiedzi Sikorskiego. Bedzie zaloba narodowa? Odpowiada Kancelaria Prezydenta;2;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17592664,Zamieszanie_po_wypowiedzi_Sikorskiego__Bedzie_zaloba.html
2015-03-19;http://www.gazeta.pl;Komorowski i Duda przerwali kampanie po zamachu;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17591570,Komorowski_przerywa_kampanie_z_powodu_zamachu_w_Tunezji.html
2015-03-19;http://www.gazeta.pl;Korwin obiecuje: Bede ulaskawial na duza skale;1;http://wiadomosci.gazeta.pl/wiadomosci/1,114871,17592381,Korwin_Mikke_zapowiada___Bede_ulaskawial_na_szeroka.html
2015-03-19;http://www.dziennik.pl;JP II na plakatach? Kontrowersyjna kampania wyborcza;2;http://wiadomosci.dziennik.pl/wydarzenia/artykuly/485658,wybory-prezyenckie-2015-kontrowersyjna-kampania-z-janem-pawlem-ii.html
2015-03-19;http://www.dziennik.pl;Opuszczone flagi na Palacu Prezydenckim. Komorowski zawiesza kampanie;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485669,atak-terrorystyczny-w-tunezji-zgineli-polacy-prezydent-komorowski-zawiesza-kampanie.html
2015-03-19;http://www.dziennik.pl;Komorowski: NATO powinno znowelizowac koncepcje obrony strategicznej;1;http://wiadomosci.dziennik.pl/polityka/artykuly/485657,komorowski-nato-powinno-znowelizowac-koncepcje-obrony-strategicznej.html
2015-03-19;http://wyborcza.pl/0,0.html?piano_d=1;Trzecia faza Magdaleny Ogórek. Czy kandydatka SLD zmieni strategie kampanii?;2;http://wyborcza.pl/1,75478,17592354,Trzecia_faza_Magdaleny_Ogorek__Czy_kandydatka_SLD.html
2015-03-19;http://www.tvp.info/;Komorowski rozmawial z prezydentem Tunezji. Polacy nie byli pierwotnym celem ataku;3;http://www.tvp.info/19308660/komorowski-rozmawialem-z-prezydentem-tunezji-polacy-nie-byli-pierwotnym-celem-ataku
2015-03-19;http://www.tvp.info/;„Rosja przechodzi do konfrontacji z Zachodem”. Prezydent: potrzebna zmiana koncepcji strategicznej NATO;2;http://www.tvp.info.plhttp://www.tvpparlament.pl/aktualnosci/prezydent-odpowiedzia-na-doktryne-rosji-zmiana-koncepcji-strategicznej-nato/19293651
2015-03-19;http://www.wp.pl;Pieniadze na kampanie prezydencka. Kukiz zawstydzil lider�w sondazu?;3;http://wiadomosci.wp.pl/gid,17358869,kat,7631,title,Tajemnica-pieniedzy-na-kampanie,galeria.html
2015-03-19;http://www.wprost.pl/;Komorowski o zamachu w Tunezji: Rząd podjął adekwatne działania;2;http://www.wprost.pl/ar/498958/Komorowski-o-zamachu-w-Tunezji-Rzad-podjal-adekwatne-dzialania/
2015-03-19;http://www.wprost.pl/;Tweetup Dudy.  140 znaków to dla mnie za mało;2;http://www.wprost.pl/ar/498956/Tweetup-Dudy-140-znakow-to-dla-mnie-za-malo/
2015-03-19;http://www.wprost.pl/;Komorowski: Tu ginęli żołnierze radzieccy. Nałęcz: Kto to kwestionuje, jest propagandystą;1;http://www.wprost.pl/ar/498752/Komorowski-Tu-gineli-zolnierze-radzieccy-Nalecz-Kto-to-kwestionuje-jest-propagandysta/
2015-03-19;http://www.wprost.pl/;Gdzie poszła kasa Palikota?;1;http://www.wprost.pl/ar/498397/Gdzie-poszla-kasa-Palikota/
2015-03-19;http://www.onet.pl/;Bronislaw Komorowski wygwizdany w Koszalinie;2;http://wiadomosci.onet.pl/szczecin/bronislaw-komorowski-wygwizdany-w-koszalinie/sw6362
2015-03-19;http://www.newsweek.pl/;Oswiadczenie wydawcy w sprawie tekstu  Duda Gracz;4;http://polska.newsweek.pl/oswiadczenie-rasp-po-tekscie-o-dudzie-i-zarzutach-o-antysemityzm,artykuly,359224,1.html
2015-03-19;http://www.newsweek.pl/;Swiat,Netanjahu,na,czwarta,kadencje,Likud,wygral,wybory,w,Izraelu,Konserwatywny,blok,Likud,premiera,Benjamina,Netanjahu,wygral,wtorkowe,przedterminowe,wybory,parlamentarne,w,Izraelu,zdobywajac,30,mandatów,w,120,osobowym,Knesecie,podaly,w;1;http://swiat.newsweek.pl/likud-premiera-netanjahu-wygral-wybory-parlamentarne-w-izraelu,artykuly,359273,1.html
