"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"Równiez w piatek, troche pózniej #CORK. #PotrafiszPolsko na emigracji dbac o ojczyzne? http://t.co/7aJpcjnvL9";FALSE;11;NA;2015-04-06 19:47:01;FALSE;NA;585166840135098369;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;2;FALSE;FALSE;NA;NA;"Kukiz"
"Zaczynam b. wazny etap kampanii. Odwiedze Polaków, którzy zobaczyli na wlasne oczy, ze moze byc normalnie! #LIMERICK! http://t.co/2I9x3QbOFj";FALSE;15;NA;2015-04-06 19:45:25;FALSE;NA;585166436630454273;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;6;FALSE;FALSE;NA;NA;"Kukiz"
"Kolejna utrata panstwowosci w imie poprawnych stosunków polsko–ukrainskich, to najgorszy interes jaki mozemy zrobic. http://t.co/O37o4FXT3V";FALSE;4;NA;2015-04-06 17:35:34;FALSE;NA;585133760376676352;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;M_Kowalski1;1;FALSE;FALSE;NA;NA;"Kowalski"
"#YNHarari i #DKahneman w @wyborcza  W kateg zbiorowej potegi dokonujemy wielkiego kroku do przodu ale w kateg indyw szczescia to krok w tyl";FALSE;1;NA;2015-04-06 16:27:49;FALSE;NA;585116712804163588;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;WandaNowicka;0;FALSE;FALSE;NA;NA;"Nowicka"
"Jutro o 8:15 bede gosciem @GoskaSerafin w programie @PolitPrzyKawie . Do zobaczenia! #palikot2015";FALSE;12;NA;2015-04-06 15:44:03;FALSE;NA;585105694694727680;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;Palikot_Janusz;2;FALSE;FALSE;NA;NA;"Palikot"
"@RMiazga Nie wiem. Wiem ze Polska bedzie zdrowsza.";FALSE;0;RMiazga;2015-04-06 21:38:10;FALSE;585194332610813953;585194814330826754;1179120890;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@IstotaMysli Jak ja bym chcial zebys mógl miec skrzydla TUTAJ!!";FALSE;0;IstotaMysli;2015-04-06 21:33:24;FALSE;585188387126149120;585193612218097665;1046294736;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@RMiazga Rzadu i prezydenta? Nie. Ordynacji wybirczej? Tak!";FALSE;0;RMiazga;2015-04-06 21:30:17;FALSE;585185079787388928;585192828516564992;1179120890;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@cyprian111 http://t.co/IR8KIiOygp";FALSE;0;cyprian111;2015-04-06 20:55:28;FALSE;585183063384141824;585184066913308672;2559000367;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"Nie gardcie Polakami na wyspach.. Po  benefity  pojechal odsetek!!";FALSE;8;NA;2015-04-06 20:50:30;FALSE;NA;585182818420002816;NA;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;3;FALSE;FALSE;NA;NA;"Kukiz"
"@albertszpakowsk Prosze, nigdy nie wierz w to klamstwo!";FALSE;0;albertszpakowsk;2015-04-06 20:48:14;FALSE;585179289471082496;585182247747244036;2245187863;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@stanczykmaciej Nie wazne gdzie mieszkasz. Jestes Polakiem jesli Polske masz w sercu! Dlaczego trzeba nas dzielic? Nie o to chodzi!!";FALSE;3;stanczykmaciej;2015-04-06 20:46:20;FALSE;585176929042567168;585181766857662466;265934255;<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for i<U+039F>S</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@Anjaa_Ka @Bombardier78 Jasne! Ale wole KSU https://t.co/eRoXOaBAqB";FALSE;1;Anjaa_Ka;2015-04-06 20:20:06;FALSE;585174871501627392;585175166055010304;899409714;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;1;FALSE;FALSE;NA;NA;"Kukiz"
"@Bombardier78 Jestem stary ale nie az tak :)";FALSE;3;Bombardier78;2015-04-06 20:16:42;FALSE;585173311841243136;585174313218740224;702934678;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@tomatcom Chcesz sie zamienic?";FALSE;0;tomatcom;2015-04-06 20:15:32;FALSE;585172695454724097;585174016090050561;38410867;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@OSobolewski Dla glównych pretendentów wyspy to strata czasu. 3 godzinna wizyta i do domu. Nie po glosy tam jade. Jade tam zawiesc szacunek.";FALSE;0;OSobolewski;2015-04-06 20:15:12;FALSE;585172535836340224;585173933055471616;1273406312;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@tomek_bania84 Po powrocie z wysp caly miesiac w kraju.. Dokladny kalendarz pod koniec tygodnia.";FALSE;0;tomek_bania84;2015-04-06 20:10:44;FALSE;585172179735678978;585172809766297602;3048082215;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@RadoslawDubik Rozmawiam z wyspiarzami bardzo czesto.Wiekszosc BARDZO chce wrócic. Do normalnego kraju.";FALSE;4;RadoslawDubik;2015-04-06 20:09:15;FALSE;585171644295094272;585172435403722752;211258014;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;2;FALSE;FALSE;NA;NA;"Kukiz"
"@michalprotaziuk Wie Pan jaki jest sredni wiek PL emigranta na wyspach? Mysli Pan, ze „uciekly” same „zmywaki”? To jest narodowy koszmar.";FALSE;3;michalprotaziuk;2015-04-06 20:06:33;FALSE;585170677692522497;585171758321377280;41598237;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"@kamilglowinski A on mysli o powrocie? :)";FALSE;0;kamilglowinski;2015-04-06 20:04:29;FALSE;585171070921142274;585171236302491648;2344928205;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;0;FALSE;FALSE;NA;NA;"Kukiz"
"Poza Limerick i Cork bedzie Dublin, Belfast, Birmingham, Londyn, Manchester, Leeds, Glasgow i Edynburg. Bo nie chodzi o to by „odfajkowac”!";FALSE;11;NA;2015-04-06 20:02:57;FALSE;NA;585170852053942272;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;1;FALSE;FALSE;NA;NA;"Kukiz"
"Pytacie dlaczego spedze na wyspach prawie tydzien? Pytam dlaczego kwiat naszej ojczyzny ma problem z powrotem do PL?  http://t.co/i1LyaafWTI";FALSE;12;NA;2015-04-06 19:59:07;FALSE;NA;585169884595752960;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;7;FALSE;FALSE;NA;NA;"Kukiz"
"Równiez w piatek, troche pózniej #CORK. #PotrafiszPolsko na emigracji dbac o ojczyzne? http://t.co/7aJpcjnvL9";FALSE;11;NA;2015-04-06 19:47:01;FALSE;NA;585166840135098369;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;2;FALSE;FALSE;NA;NA;"Kukiz"
"Zaczynam b. wazny etap kampanii. Odwiedze Polaków, którzy zobaczyli na wlasne oczy, ze moze byc normalnie! #LIMERICK! http://t.co/2I9x3QbOFj";FALSE;15;NA;2015-04-06 19:45:25;FALSE;NA;585166436630454273;NA;<a href="http://tapbots.com/software/tweetbot/mac" rel="nofollow">Tweetbot for Mac</a>;PrezydentKukiz;7;FALSE;FALSE;NA;NA;"Kukiz"
"Kolejna utrata panstwowosci w imie poprawnych stosunków polsko–ukrainskich, to najgorszy interes jaki mozemy zrobic. http://t.co/O37o4FXT3V";FALSE;5;NA;2015-04-06 17:35:34;FALSE;NA;585133760376676352;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;M_Kowalski1;2;FALSE;FALSE;NA;NA;"Kowalski"
"#YNHarari i #DKahneman w @wyborcza  W kateg zbiorowej potegi dokonujemy wielkiego kroku do przodu ale w kateg indyw szczescia to krok w tyl";FALSE;1;NA;2015-04-06 16:27:49;FALSE;NA;585116712804163588;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;WandaNowicka;0;FALSE;FALSE;NA;NA;"Nowicka"
